trial,n_sources,n_dir,cleared,dir_cleared,remaining,time_s,walk_m,measures,replans,steps,cover_visits,stop_reason,final_mean_mass,station_silent,probe_silent,wall_s,left
0,11,9,11,9,0,6539.11,23440.5,301,47,47,19,epsilon,0.00253,0,0,17.355,
1,10,5,10,5,0,6384.60,22348.0,312,45,45,19,epsilon,0.00253,0,0,13.489,
2,15,9,15,9,0,7290.16,25175.8,364,67,67,19,epsilon,0.00251,0,0,40.882,
3,12,7,12,7,0,6377.37,23231.9,279,44,44,19,epsilon,0.00253,0,0,10.189,
4,14,7,14,7,0,6652.60,24358.0,286,46,46,19,epsilon,0.00251,2,0,14.559,
5,12,4,12,4,0,6433.84,23429.2,282,46,46,19,epsilon,0.00249,0,0,15.790,
6,11,5,11,5,0,6924.22,24611.1,326,50,50,19,epsilon,0.00253,0,0,15.984,
7,12,3,12,3,0,6297.29,22941.4,276,53,53,19,epsilon,0.00256,0,0,22.659,
8,13,10,13,10,0,6637.25,24271.2,287,58,58,19,epsilon,0.00243,1,0,16.312,
9,13,6,13,6,0,6395.73,22603.6,302,47,47,19,epsilon,0.00256,0,0,16.350,
10,11,8,11,8,0,6821.35,23236.8,354,55,55,19,epsilon,0.00251,1,0,23.655,
11,11,4,11,4,0,6803.22,23781.1,333,53,53,19,epsilon,0.00254,0,0,16.125,
12,12,5,12,5,0,6427.61,23533.1,278,43,43,19,epsilon,0.00246,0,0,9.937,
13,14,7,14,7,0,6443.77,24233.8,256,51,51,19,epsilon,0.00250,0,0,26.431,
14,10,7,10,7,0,5546.30,19491.5,267,34,34,19,epsilon,0.00254,0,1,12.255,
15,10,6,10,6,0,6558.43,22977.2,319,47,47,19,epsilon,0.00256,0,0,13.407,
16,13,5,13,5,0,6189.01,22325.0,278,48,48,19,epsilon,0.00256,0,0,14.631,
17,10,6,10,6,0,7088.79,25103.9,337,47,47,19,epsilon,0.00256,0,0,16.367,
18,11,6,11,6,0,6061.75,21153.7,297,40,40,19,epsilon,0.00252,0,0,11.465,
19,15,7,15,7,0,6986.80,24939.0,321,55,55,19,epsilon,0.00245,1,0,20.818,
20,11,5,11,5,0,8298.02,29785.1,385,80,80,19,epsilon,0.00243,0,0,102.321,
21,13,6,13,6,0,6203.32,21961.6,292,44,44,19,epsilon,0.00252,0,0,18.613,
22,11,7,11,7,0,6277.52,22312.6,294,42,42,19,epsilon,0.00253,0,0,16.853,
23,13,5,13,5,0,7189.59,26438.0,308,64,64,19,epsilon,0.00252,0,0,39.817,
24,15,6,15,6,0,7130.84,26239.2,303,64,64,19,epsilon,0.00256,0,0,64.331,
25,16,11,16,11,0,7605.26,26101.3,386,79,79,14,certificate,0.00000,0,0,102.488,
26,10,6,10,6,0,6493.40,22487.0,325,39,39,19,epsilon,0.00256,0,0,7.684,
27,11,4,11,4,0,5711.34,20256.7,267,32,32,19,epsilon,0.00256,0,0,5.545,
28,12,7,12,7,0,6565.28,23681.4,296,50,50,19,epsilon,0.00256,0,0,14.332,
29,12,5,12,5,0,6256.88,22249.4,293,48,48,19,epsilon,0.00250,0,0,25.944,
30,16,4,16,4,0,7216.98,26794.9,299,72,72,18,certificate,0.00000,0,0,43.692,
31,10,2,10,2,0,6413.78,22413.9,316,50,50,19,epsilon,0.00256,0,0,26.032,
32,16,11,16,11,0,6926.69,25128.5,304,51,51,18,certificate,0.00000,0,0,17.410,
33,11,8,11,8,0,6546.65,23663.2,294,39,39,19,epsilon,0.00256,1,0,6.629,
34,16,8,16,8,0,7183.55,24987.8,353,71,71,14,certificate,0.00000,0,0,47.993,
35,15,9,15,9,0,7916.81,28089.1,373,71,71,19,epsilon,0.00253,0,0,38.635,
36,10,6,10,6,0,7198.86,25944.3,329,57,57,19,epsilon,0.00251,1,0,15.654,
37,10,4,10,4,0,6324.32,21831.6,319,51,51,19,epsilon,0.00253,0,0,33.811,
38,15,9,15,9,0,6358.15,22790.7,289,49,49,19,epsilon,0.00250,2,0,12.040,
39,14,9,14,9,0,6629.20,22796.0,336,61,61,19,epsilon,0.00243,0,0,34.833,
40,16,9,16,9,0,6098.04,21910.2,275,62,62,14,certificate,0.00000,0,0,41.681,
41,12,4,12,4,0,7190.01,24885.1,359,62,62,19,epsilon,0.00248,0,0,38.136,
42,11,6,11,6,0,5862.57,20307.8,292,42,42,19,epsilon,0.00250,0,0,14.958,
43,15,9,15,9,0,6150.50,23077.5,245,42,42,19,epsilon,0.00256,1,0,28.485,
44,13,8,13,8,0,6438.18,24020.9,264,58,58,19,epsilon,0.00247,0,0,19.372,
45,11,6,11,6,0,6220.21,21931.1,297,42,42,19,epsilon,0.00252,0,0,10.329,
46,14,6,14,6,0,6189.51,21997.5,287,44,44,19,epsilon,0.00253,0,0,9.241,
47,12,6,12,6,0,7229.09,25990.4,332,63,63,19,epsilon,0.00256,1,0,23.936,
48,15,6,15,6,0,7153.36,25826.8,319,63,63,19,epsilon,0.00250,0,0,61.249,
49,11,6,11,6,0,6722.01,24230.0,305,53,53,19,epsilon,0.00256,0,0,11.558,
50,11,10,11,10,0,6592.59,23868.0,295,44,44,19,epsilon,0.00256,0,0,9.668,
51,12,10,12,10,0,7043.02,25125.1,327,56,56,19,epsilon,0.00246,0,0,16.560,
52,16,8,16,8,0,6227.07,23110.3,256,51,51,16,certificate,0.00000,0,0,12.310,
53,15,5,15,5,0,7976.94,29684.7,330,79,79,19,epsilon,0.00250,3,0,76.721,
54,10,4,10,4,0,5818.97,19674.8,306,37,37,19,epsilon,0.00256,1,0,7.939,
55,15,9,15,9,0,6433.53,23372.6,281,47,47,19,epsilon,0.00256,0,0,16.900,
56,14,7,14,7,0,7835.18,28395.9,349,68,68,19,epsilon,0.00256,0,0,47.846,
57,15,10,15,10,0,6390.88,23154.4,282,48,48,19,epsilon,0.00251,0,0,17.552,
58,16,4,16,4,0,6580.72,24073.6,285,61,61,14,certificate,0.00000,2,0,45.903,
59,11,5,11,5,0,6922.56,24892.8,316,45,45,19,epsilon,0.00256,1,0,18.121,
60,13,6,13,6,0,5768.99,20074.9,282,43,43,19,epsilon,0.00250,0,0,10.805,
61,16,11,16,11,0,6576.60,24583.0,265,50,50,18,certificate,0.00000,0,0,9.868,
62,16,13,16,13,0,7046.85,26694.2,274,58,58,16,certificate,0.00000,2,0,20.666,
63,16,5,16,5,0,6503.35,22581.7,320,66,66,13,certificate,0.00000,0,0,71.866,
64,12,8,12,8,0,6733.87,23694.4,323,47,47,19,epsilon,0.00256,2,0,17.977,
65,15,10,15,10,0,6280.66,22593.3,282,48,48,19,epsilon,0.00256,0,0,9.756,
66,12,8,12,8,0,7314.51,25272.5,367,64,64,19,epsilon,0.00253,1,0,36.634,
67,11,6,11,6,0,6007.01,21680.0,270,39,39,19,epsilon,0.00250,0,0,9.444,
68,16,7,16,7,0,4933.93,17219.6,236,50,50,9,certificate,0.00000,1,0,33.873,
69,13,4,13,4,0,6321.56,23782.8,251,46,46,19,epsilon,0.00255,0,0,13.529,
70,13,4,13,4,0,5908.54,20642.7,287,35,35,19,epsilon,0.00256,0,0,8.536,
71,13,4,13,4,0,6678.98,23964.9,304,50,50,19,epsilon,0.00249,0,0,36.760,
72,10,4,10,4,0,6218.36,21406.8,315,44,44,19,epsilon,0.00256,1,0,23.616,
73,11,4,11,4,0,7467.69,26948.4,339,56,56,19,epsilon,0.00254,1,0,28.759,
74,13,7,13,7,0,7838.58,28017.9,363,74,74,19,epsilon,0.00252,0,0,57.117,
75,15,7,15,7,0,7173.91,25844.6,323,65,65,19,epsilon,0.00255,0,0,56.645,
76,15,10,15,10,0,6902.20,26031.0,271,38,38,19,epsilon,0.00250,0,0,11.863,
77,12,5,12,5,0,7024.92,25249.6,321,50,50,19,epsilon,0.00253,0,0,19.118,
78,14,5,14,5,0,6535.75,23038.7,311,53,53,19,epsilon,0.00252,0,0,17.035,
79,12,6,12,6,0,6649.69,22818.5,338,49,49,19,epsilon,0.00252,1,0,20.195,
80,13,4,13,4,0,7309.79,25094.0,372,64,64,19,epsilon,0.00247,0,0,56.427,
81,13,8,13,8,0,6237.08,22065.4,294,45,45,19,epsilon,0.00246,0,0,9.564,
82,16,13,16,13,0,6904.52,24707.6,315,66,66,17,certificate,0.00000,0,0,31.739,
83,11,5,11,5,0,6544.80,22979.0,316,43,43,19,epsilon,0.00254,0,0,9.885,
84,16,10,16,10,0,5861.21,20731.1,274,48,48,15,certificate,0.00000,0,0,20.580,
85,10,4,10,4,0,5860.54,19907.7,306,36,36,19,epsilon,0.00253,0,0,7.754,
86,16,9,16,9,0,6159.46,23472.3,233,49,49,13,certificate,0.00000,0,0,35.600,
87,13,5,13,5,0,7532.14,26880.7,351,74,74,19,epsilon,0.00249,0,0,57.253,
88,10,6,10,6,0,6021.17,21350.8,284,42,42,19,epsilon,0.00256,0,0,10.259,
89,13,4,13,4,0,6393.79,23189.0,282,44,44,19,epsilon,0.00251,0,0,16.129,
90,10,4,10,4,0,6004.57,20607.8,306,44,44,19,epsilon,0.00251,0,0,21.522,
91,16,8,16,8,0,5673.01,16740.1,374,59,59,9,certificate,0.00000,1,0,130.902,
92,15,4,15,4,0,6535.93,24059.6,276,61,61,19,epsilon,0.00256,0,0,21.944,
93,12,6,12,6,0,6074.18,21555.9,285,37,37,19,epsilon,0.00252,1,0,7.711,
94,14,8,14,8,0,7222.44,26622.2,310,74,74,19,epsilon,0.00252,0,0,59.878,
95,15,7,15,7,0,7343.22,26761.1,321,60,60,19,epsilon,0.00251,0,0,37.567,
96,12,5,12,5,0,7220.66,25683.3,341,69,69,19,epsilon,0.00243,1,0,92.299,
97,13,5,13,5,0,5865.62,20093.1,297,40,40,19,epsilon,0.00270,0,0,12.635,
98,15,8,15,8,0,7509.99,26744.9,350,73,73,19,epsilon,0.00251,0,0,60.533,
99,13,8,13,8,0,6427.34,22686.7,305,47,47,19,epsilon,0.00256,0,0,38.145,
100,13,7,13,7,0,6686.51,23367.5,325,49,49,19,epsilon,0.00252,0,0,27.211,
101,13,6,13,6,0,6554.43,24172.1,277,48,48,19,epsilon,0.00253,0,0,53.958,
102,12,4,12,4,0,5646.09,19875.5,269,37,37,19,epsilon,0.00256,0,1,18.954,
103,15,5,15,5,0,6183.02,22225.1,279,49,49,19,epsilon,0.00234,0,0,42.341,
104,12,8,12,8,0,7081.52,24322.6,361,62,62,19,epsilon,0.00253,0,0,66.612,
105,16,7,16,7,0,6051.29,21251.5,289,63,63,11,certificate,0.00000,0,0,68.545,
106,16,6,16,6,0,6239.04,22725.2,270,47,47,14,certificate,0.00000,0,0,44.017,
107,15,6,15,6,0,7957.73,28308.7,372,70,70,19,epsilon,0.00245,2,0,95.882,
108,11,3,11,3,0,7269.70,25853.5,343,64,64,19,epsilon,0.00251,0,0,33.587,
109,12,7,12,7,0,6457.63,23333.2,292,55,55,19,epsilon,0.00256,1,0,25.213,
110,12,6,12,6,0,7693.72,27133.6,369,67,67,19,epsilon,0.00253,0,0,73.461,
111,12,4,12,4,0,6221.66,21948.3,296,44,44,19,epsilon,0.00256,0,0,17.902,
112,16,10,16,10,0,7938.14,28870.7,351,81,81,15,certificate,0.00000,14,0,147.146,
113,15,9,15,9,0,7161.91,26329.5,305,60,60,19,epsilon,0.00256,0,0,41.957,
114,13,4,13,4,0,6241.46,22022.3,297,42,42,19,epsilon,0.00256,0,0,13.690,
115,11,6,11,6,0,6198.90,21854.5,296,40,40,19,epsilon,0.00253,0,0,8.858,
116,12,6,12,6,0,6825.59,24562.9,310,44,44,19,epsilon,0.00256,0,0,26.843,
117,14,6,14,6,0,6916.80,24129.0,338,56,56,19,epsilon,0.00252,2,0,28.381,
118,16,11,16,11,0,6772.34,24691.7,294,65,65,14,certificate,0.00000,4,1,32.776,
119,12,6,12,6,0,6590.49,23797.5,298,51,51,19,epsilon,0.00249,0,0,20.503,
120,10,7,10,7,0,6074.35,20831.8,310,37,37,19,epsilon,0.00256,1,0,9.502,
121,12,4,12,4,0,6306.65,22043.2,307,46,46,19,epsilon,0.00256,0,0,14.073,
122,12,4,12,4,0,6472.05,22635.2,315,46,46,19,epsilon,0.00256,1,0,25.175,
123,11,6,11,6,0,6976.58,23727.9,363,51,51,19,epsilon,0.00256,1,0,22.879,
124,10,5,10,5,0,6687.22,23121.1,336,41,41,19,epsilon,0.00253,1,0,16.212,
125,10,3,10,3,0,6122.97,21149.8,308,40,40,19,epsilon,0.00256,0,0,7.628,
126,10,5,10,5,0,5903.33,21021.7,276,39,39,19,epsilon,0.00254,0,0,11.139,
127,15,10,15,10,0,6504.87,23739.3,282,52,52,19,epsilon,0.00251,0,0,30.153,
128,11,2,11,2,0,6294.53,22477.7,291,38,38,19,epsilon,0.00256,0,0,14.556,
129,16,10,16,10,0,7551.68,28018.4,312,62,62,19,certificate,0.00000,1,0,23.109,
130,16,6,16,6,0,7398.63,26348.1,344,68,68,15,certificate,0.00000,1,0,44.937,
131,10,7,10,7,0,5866.26,20536.3,285,36,36,19,epsilon,0.00256,1,0,6.763,
132,16,7,16,7,0,6646.18,24045.9,294,56,56,18,certificate,0.00000,1,0,36.033,
133,11,6,11,6,0,6420.70,22508.5,311,48,48,19,epsilon,0.00253,0,0,31.817,
134,13,8,13,8,0,6043.16,20415.8,317,46,46,19,epsilon,0.00256,0,0,14.436,
135,13,3,13,3,0,7396.11,26785.5,333,68,68,19,epsilon,0.00252,0,0,53.885,
136,10,6,10,6,0,6650.25,23101.2,331,46,46,19,epsilon,0.00256,0,0,12.937,
137,13,8,13,8,0,7382.45,26962.3,322,50,50,19,epsilon,0.00252,1,0,9.865,
138,15,9,15,9,0,7190.53,25387.6,341,64,64,19,epsilon,0.00246,4,0,37.019,
139,12,8,12,8,0,6403.27,22046.4,323,48,48,19,epsilon,0.00253,0,0,29.750,
140,16,5,16,5,0,5865.46,20997.3,268,53,53,14,certificate,0.00000,0,2,25.057,
141,15,7,15,7,0,7116.53,26187.7,301,54,54,19,epsilon,0.00256,1,0,13.900,
142,13,6,13,6,0,7566.70,28288.5,310,51,51,19,epsilon,0.00249,12,0,10.971,
143,16,9,16,9,0,6873.38,26096.9,262,46,46,17,certificate,0.00000,1,1,8.483,
144,16,10,16,10,0,8173.23,30221.2,345,75,75,18,certificate,0.00000,10,0,41.942,
145,14,5,14,5,0,6901.95,24724.8,316,58,58,19,epsilon,0.00252,0,0,25.024,
146,15,8,15,8,0,7078.02,24690.1,345,59,59,19,epsilon,0.00235,0,0,38.870,
147,16,8,16,8,0,6164.99,21995.0,284,58,58,15,certificate,0.00000,0,0,38.185,
148,15,5,15,5,0,6983.77,24788.9,326,54,54,19,epsilon,0.00256,1,0,17.452,
149,14,10,14,10,0,6422.40,23697.0,271,48,48,19,epsilon,0.00256,0,0,19.533,
150,11,4,11,4,0,6918.76,25428.8,299,55,55,19,epsilon,0.00256,0,0,18.306,
151,12,7,12,7,0,6525.55,23252.7,304,49,49,19,epsilon,0.00254,0,0,19.089,
152,12,10,12,10,0,7170.18,25550.9,335,61,61,19,epsilon,0.00256,0,0,31.653,
153,16,10,16,10,0,7761.72,27488.6,366,72,72,18,certificate,0.00000,7,0,48.147,
154,15,7,15,7,0,6715.24,23921.2,310,52,52,19,epsilon,0.00252,1,0,29.256,
155,13,8,13,8,0,6194.29,23471.5,241,45,45,19,epsilon,0.00256,0,0,12.175,
156,10,4,10,4,0,5853.20,19686.0,312,39,39,19,epsilon,0.00252,0,0,14.475,
157,12,9,12,9,0,6608.99,24105.0,289,41,41,19,epsilon,0.00256,0,0,10.173,
158,11,7,11,7,0,6487.13,23255.6,299,46,46,19,epsilon,0.00256,0,0,18.061,
159,14,13,14,13,0,6732.59,24083.0,309,49,49,19,epsilon,0.00256,0,0,13.740,
160,14,10,14,10,0,6101.28,22781.4,247,44,44,19,epsilon,0.00243,0,0,8.168,
161,15,11,15,11,0,6611.68,25058.4,255,40,40,19,epsilon,0.00256,1,0,10.543,
162,14,12,14,12,0,7180.66,26488.3,303,51,51,19,epsilon,0.00252,2,0,13.666,
163,13,4,13,4,0,6305.69,22378.5,296,47,47,19,epsilon,0.00262,0,0,14.556,
164,15,7,15,7,0,6146.39,22362.0,267,43,43,19,epsilon,0.00247,0,0,11.327,
165,11,6,11,6,0,6172.29,21786.5,294,39,39,19,epsilon,0.00263,2,0,6.032,
166,15,8,15,8,0,6994.18,26965.9,256,51,51,19,epsilon,0.00250,0,0,13.379,
167,16,12,16,12,0,6889.51,24992.6,303,57,57,19,certificate,0.00000,1,0,23.776,
168,11,4,11,4,0,6416.93,22104.7,324,43,43,19,epsilon,0.00266,0,0,26.065,
169,15,7,15,7,0,6088.92,21899.6,273,53,53,19,epsilon,0.00251,0,0,57.698,
170,12,8,12,8,0,6446.47,22562.4,313,50,50,19,epsilon,0.00256,0,0,25.297,
171,10,8,10,8,0,7132.53,24382.7,368,48,48,19,epsilon,0.00256,1,0,21.159,
172,16,10,16,10,0,5569.91,20774.6,225,52,52,15,certificate,0.00000,0,0,15.326,
173,14,10,14,10,0,6416.79,22958.9,296,50,50,19,epsilon,0.00252,1,0,15.256,
174,13,5,13,5,0,6043.49,21892.5,267,36,36,19,epsilon,0.00255,0,0,11.994,
175,16,10,16,10,0,7361.65,26843.2,321,77,77,15,certificate,0.00000,0,0,73.886,
176,14,6,14,6,0,7949.72,27903.6,384,81,81,19,epsilon,0.00256,0,1,57.432,
177,11,5,11,5,0,6211.28,21266.4,318,43,43,19,epsilon,0.00250,0,0,12.430,
178,10,1,10,1,0,6031.39,20241.9,323,42,42,19,epsilon,0.00248,0,0,17.878,
179,11,6,11,6,0,6327.20,21491.0,330,46,46,19,epsilon,0.00252,0,0,18.241,
180,16,8,16,8,0,5662.58,21132.9,227,44,44,14,certificate,0.00000,0,0,11.477,
181,13,5,13,5,0,6314.94,23154.7,270,42,42,19,epsilon,0.00251,3,0,12.323,
182,14,9,14,9,0,6898.35,24941.8,307,61,61,19,epsilon,0.00256,0,0,47.510,
183,10,5,10,5,0,6768.51,23837.5,326,50,50,19,epsilon,0.00253,1,0,20.008,
184,16,8,16,8,0,7244.03,26155.1,323,76,76,17,certificate,0.00000,1,0,65.993,
185,12,6,12,6,0,5635.38,20191.9,257,38,38,19,epsilon,0.00253,0,0,7.000,
186,16,10,16,10,0,7209.53,25907.7,326,64,64,17,certificate,0.00000,0,0,32.623,
187,14,9,14,9,0,7080.62,24213.1,363,54,54,19,epsilon,0.00246,0,0,39.879,
188,16,11,16,11,0,7112.77,26613.8,287,61,61,17,certificate,0.00000,1,0,39.903,
189,13,6,13,6,0,7300.28,25151.4,368,57,57,19,epsilon,0.00256,0,0,72.118,
190,14,6,14,6,0,8201.61,28938.0,393,82,82,19,epsilon,0.00252,0,0,55.974,
191,15,4,15,4,0,7148.70,24408.5,366,62,62,19,epsilon,0.00256,1,0,41.605,
192,11,3,11,3,0,5911.15,20205.8,303,42,42,19,epsilon,0.00254,0,0,20.849,
193,13,4,13,4,0,6226.94,21739.7,303,47,47,19,epsilon,0.00256,0,0,14.896,
194,11,4,11,4,0,6386.96,22409.8,310,37,37,19,epsilon,0.00256,0,0,9.772,
195,10,7,10,7,0,6817.26,24481.3,313,49,49,19,epsilon,0.00250,0,0,12.447,
196,12,5,12,5,0,6071.99,21949.9,271,42,42,19,epsilon,0.00256,0,0,9.835,
197,10,3,10,3,0,6318.66,22328.3,301,47,47,19,epsilon,0.00253,0,0,13.402,
198,13,7,13,7,0,7091.50,26507.5,291,64,64,19,epsilon,0.00256,0,0,17.278,
199,14,10,14,10,0,6066.38,22656.9,245,39,39,19,epsilon,0.00251,0,0,8.628,
200,16,6,16,6,0,6650.07,22990.3,331,63,63,15,certificate,0.00000,4,0,22.679,
201,13,8,13,8,0,6307.89,22989.5,275,50,50,19,epsilon,0.00256,1,0,8.411,
202,11,5,11,5,0,7028.57,25482.9,314,51,51,19,epsilon,0.00256,0,0,7.585,
203,16,8,16,8,0,6461.23,23841.1,270,56,56,15,certificate,0.00000,2,0,11.787,
204,14,5,14,5,0,6834.57,25267.9,288,52,52,19,epsilon,0.00256,0,0,9.380,
205,16,9,16,9,0,8310.16,30265.8,364,84,84,15,certificate,0.00000,12,1,32.236,
206,13,8,13,8,0,6839.01,24315.1,321,59,59,19,epsilon,0.00256,2,0,14.991,
207,12,4,12,4,0,5719.85,20754.3,253,45,45,19,epsilon,0.00256,0,0,7.954,
208,12,8,12,8,0,7229.65,25153.3,356,57,57,19,epsilon,0.00256,0,0,18.719,
209,14,8,14,8,0,6887.36,24386.8,324,51,51,19,epsilon,0.00256,2,0,9.817,
210,10,6,10,6,0,6247.29,21576.4,314,39,39,19,epsilon,0.00263,0,0,4.778,
211,10,4,10,4,0,6192.87,21584.3,307,39,39,19,epsilon,0.00254,0,0,4.775,
212,16,3,16,3,0,5398.85,19859.2,226,45,45,17,certificate,0.00000,0,0,8.612,
213,14,8,14,8,0,6480.87,22459.4,320,52,52,19,epsilon,0.00256,1,0,12.979,
214,16,6,16,6,0,5944.02,22140.1,241,53,53,17,certificate,0.00000,0,0,10.694,
215,12,6,12,6,0,6115.88,21939.4,280,45,45,19,epsilon,0.00256,0,0,5.238,
216,16,9,16,9,0,6619.61,23868.1,297,60,60,17,certificate,0.00000,6,0,11.453,
217,14,4,14,4,0,7163.55,24672.8,361,62,62,19,epsilon,0.00252,0,0,19.073,
218,15,10,15,10,0,8215.81,30129.0,356,76,76,19,epsilon,0.00251,0,0,27.490,
219,10,4,10,4,0,6100.80,21809.0,283,44,44,19,epsilon,0.00256,0,0,12.099,
220,14,8,14,8,0,6656.85,24104.3,295,54,54,19,epsilon,0.00251,3,0,10.587,
221,16,11,16,11,0,6247.72,22768.6,270,63,63,11,certificate,0.00000,0,0,51.531,
222,14,10,14,10,0,7073.65,25933.2,306,61,61,19,epsilon,0.00251,0,0,10.925,
223,10,4,10,4,0,6555.92,23739.6,295,44,44,19,epsilon,0.00253,0,0,8.829,
224,13,8,13,8,0,6195.85,22779.2,263,40,40,19,epsilon,0.00255,0,0,6.697,
225,11,8,11,8,0,7012.31,25146.5,322,41,41,19,epsilon,0.00253,0,0,4.900,
226,13,5,13,5,0,7596.46,27822.3,330,67,67,19,epsilon,0.00245,0,0,19.583,
227,11,9,11,9,0,6455.30,22896.5,305,44,44,19,epsilon,0.00256,1,0,4.725,
228,11,3,11,3,0,7007.43,25192.2,320,49,49,19,epsilon,0.00248,0,0,12.016,
229,13,7,13,7,0,6903.30,23751.5,349,53,53,19,epsilon,0.00252,0,0,18.944,
230,16,7,16,7,0,6519.18,23560.9,289,62,62,14,certificate,0.00000,1,0,29.750,
231,16,6,16,6,0,7070.53,24817.7,339,63,63,14,certificate,0.00000,0,0,46.997,
232,16,8,16,8,0,6956.74,25388.7,302,69,69,15,certificate,0.00000,4,0,31.609,
233,16,10,16,10,0,5864.03,21595.1,246,50,50,14,certificate,0.00000,2,0,7.057,
234,14,6,14,6,0,6295.26,23431.3,258,45,45,19,epsilon,0.00250,0,0,7.670,
235,11,6,11,6,0,7381.98,25879.9,360,54,54,19,epsilon,0.00250,0,0,9.910,
236,11,8,11,8,0,5977.41,20837.0,293,46,46,19,epsilon,0.00253,0,0,5.496,
237,12,6,12,6,0,6205.32,21631.6,305,50,50,19,epsilon,0.00250,0,0,9.526,
238,13,7,13,7,0,6480.02,23695.1,281,48,48,19,epsilon,0.00256,0,0,4.853,
239,12,8,12,8,0,5942.30,20751.5,290,49,49,19,epsilon,0.00256,0,0,5.419,
240,15,9,15,9,0,7325.45,27217.2,304,55,55,19,epsilon,0.00256,0,0,9.870,
241,12,7,12,7,0,6599.65,22713.2,333,44,44,19,epsilon,0.00253,0,0,12.955,
242,14,7,14,7,0,6751.52,24552.6,296,50,50,19,epsilon,0.00255,4,0,16.149,
243,13,9,13,9,0,7018.87,25374.4,315,59,59,19,epsilon,0.00247,11,0,18.896,
244,14,8,14,8,0,6527.53,23502.6,294,41,41,19,epsilon,0.00251,0,0,4.586,
245,16,12,16,12,0,8065.23,29221.1,357,74,74,17,certificate,0.00000,27,0,80.912,
246,16,12,16,12,0,7596.09,28650.4,300,68,68,16,certificate,0.00000,9,0,29.919,
247,16,7,16,7,0,6924.97,24249.9,336,69,69,16,certificate,0.00000,1,1,73.382,
248,12,4,12,4,0,5795.35,20271.8,281,45,45,19,epsilon,0.00253,0,0,22.559,
249,13,9,13,9,0,6356.03,22990.1,283,42,42,19,epsilon,0.00253,0,0,27.452,
250,13,6,13,6,0,6453.96,23569.8,280,45,45,19,epsilon,0.00248,0,0,42.433,
251,16,9,16,9,0,8926.71,31163.6,437,92,92,15,certificate,0.00000,12,0,179.553,
252,10,5,10,5,0,6189.53,21322.6,313,38,38,19,epsilon,0.00254,0,0,17.658,
253,10,6,10,6,0,6719.47,23082.3,343,45,45,19,epsilon,0.00251,0,0,31.733,
254,15,8,15,8,0,6777.36,24611.8,298,54,54,19,epsilon,0.00251,0,0,31.920,
255,12,9,12,9,0,6670.31,24411.5,289,45,45,19,epsilon,0.00256,1,0,24.048,
256,16,8,16,8,0,6754.31,24926.6,284,62,62,16,certificate,0.00000,1,0,62.274,
257,16,10,16,10,0,7129.25,25746.3,319,69,69,17,certificate,0.00000,0,0,48.684,
258,13,7,13,7,0,6636.61,24383.1,283,47,47,19,epsilon,0.00252,0,0,27.870,
259,14,6,14,6,0,6502.28,23656.4,284,52,52,19,epsilon,0.00251,0,0,32.237,
260,13,3,13,3,0,5762.30,20441.5,268,40,40,19,epsilon,0.00248,0,0,18.686,
261,14,7,14,7,0,6551.01,23410.0,301,52,52,19,epsilon,0.00252,0,0,11.969,
262,13,3,13,3,0,6516.20,22966.0,310,58,58,19,epsilon,0.00244,0,0,21.337,
263,11,6,11,6,0,6715.27,23806.4,317,51,51,19,epsilon,0.00247,0,0,13.901,
264,10,4,10,4,0,5861.48,20112.4,299,38,38,19,epsilon,0.00256,0,0,8.372,
265,10,8,10,8,0,6730.47,23162.4,343,43,43,19,epsilon,0.00254,0,0,8.782,
266,12,7,12,7,0,6396.64,21938.2,326,51,51,19,epsilon,0.00256,0,0,14.216,
267,15,5,15,5,0,7298.79,26284.0,329,65,65,19,epsilon,0.00246,0,0,29.720,
268,10,6,10,6,0,6086.00,20300.0,330,43,43,19,epsilon,0.00256,0,0,7.018,
269,13,8,13,8,0,6233.34,21231.7,321,41,41,19,epsilon,0.00251,0,0,6.741,
270,16,8,16,8,0,5929.53,20602.6,290,51,51,17,certificate,0.00000,0,0,13.167,
271,14,6,14,6,0,6840.85,25244.3,290,64,64,19,epsilon,0.00249,0,0,17.662,
272,16,9,16,9,0,5822.80,19494.0,309,58,58,12,certificate,0.00000,0,0,70.694,
273,10,5,10,5,0,6165.42,21427.1,306,37,37,19,epsilon,0.00251,0,0,7.548,
274,15,6,15,6,0,6988.15,25050.8,319,58,58,19,epsilon,0.00256,0,0,22.572,
275,14,10,14,10,0,6436.67,23763.3,270,49,49,19,epsilon,0.00252,0,0,23.373,
276,12,5,12,5,0,6722.93,23114.7,341,51,51,19,epsilon,0.00252,0,0,59.680,
277,10,6,10,6,0,6452.72,22368.6,322,43,43,19,epsilon,0.00256,0,0,14.796,
278,12,5,12,5,0,6587.34,23516.7,305,44,44,19,epsilon,0.00253,0,0,14.471,
279,16,7,16,7,0,5658.02,20500.1,247,54,54,14,certificate,0.00000,0,0,19.212,
280,12,8,12,8,0,6959.78,25183.9,312,52,52,19,epsilon,0.00255,0,0,21.309,
281,15,8,15,8,0,6699.13,24490.7,288,44,44,19,epsilon,0.00253,0,0,20.245,
282,14,4,14,4,0,7437.11,26265.6,353,68,68,19,epsilon,0.00253,1,0,47.314,
283,12,7,12,7,0,6664.12,24470.6,287,44,44,19,epsilon,0.00256,0,0,8.666,
284,15,6,15,6,0,6068.53,21917.7,269,49,49,19,epsilon,0.00250,0,0,25.317,
