trial,n_sources,cleared,remaining,time_s,walk_m,measures,replans,steps,cover_visits,stop_reason,wall_s
408,13,13,0,4429.320,18426.601,114,25,25,7,certificate,1.053
409,14,14,0,5815.124,20630.621,301,29,30,7,certificate,1.258
410,11,11,0,4583.679,18758.394,131,23,23,7,certificate,0.993
411,15,15,0,5614.649,20583.243,263,33,34,7,certificate,1.732
412,15,15,0,5201.810,19034.051,240,33,34,7,certificate,1.493
413,13,13,0,5741.230,20646.152,288,28,29,7,certificate,1.356
414,11,11,0,3893.713,15703.565,117,24,24,7,certificate,0.966
415,16,16,0,4097.731,17078.654,102,32,32,7,certificate,0.948
416,14,14,0,3932.837,15769.183,118,29,29,7,certificate,0.976
417,14,14,0,6101.271,21201.355,338,27,28,7,certificate,1.233
418,10,10,0,4099.636,16788.179,116,26,26,7,certificate,1.223
419,15,15,0,4674.191,19820.957,107,32,32,7,certificate,1.182
420,10,10,0,3401.362,13421.808,112,22,22,7,certificate,0.968
421,11,11,0,4037.913,16574.567,112,23,23,7,certificate,0.947
422,13,13,0,5923.346,21301.728,298,28,29,7,certificate,1.255
423,14,14,0,4520.543,18832.714,115,30,30,7,certificate,0.966
424,15,15,0,5904.639,20543.193,320,31,32,7,certificate,1.570
425,13,13,0,5842.124,20945.618,297,29,30,7,certificate,1.819
426,10,10,0,3465.133,13570.667,117,22,22,7,certificate,1.313
427,13,13,0,3879.460,15367.298,124,28,28,7,certificate,0.939
428,15,15,0,5102.215,19006.074,221,32,33,7,certificate,1.070
429,11,11,0,4368.892,17629.458,132,26,26,7,certificate,1.286
430,16,16,0,4155.921,16994.606,114,34,34,7,certificate,0.952
431,16,16,0,4296.923,18109.615,100,30,30,7,certificate,1.057
432,10,10,0,3809.248,14876.241,131,25,25,7,certificate,1.264
433,14,14,0,4265.606,17798.030,107,30,30,7,certificate,1.248
434,15,15,0,4420.355,18381.777,112,32,32,7,certificate,1.042
435,14,14,0,4975.277,20776.383,125,32,32,7,certificate,1.255
436,11,11,0,4689.223,17581.115,200,26,27,7,certificate,1.317
437,14,14,0,5408.238,20231.191,235,28,29,7,certificate,1.524
438,14,14,0,4554.392,18661.962,127,27,27,7,certificate,1.245
439,16,16,0,3958.913,16369.563,101,31,31,7,certificate,1.036
440,15,15,0,5891.183,21350.915,289,36,37,7,certificate,1.388
441,13,13,0,4131.253,16891.264,115,30,30,7,certificate,1.164
442,13,13,0,3961.410,16452.051,102,29,29,7,certificate,1.213
443,16,16,0,4195.413,17742.066,95,30,30,7,certificate,1.146
444,16,16,0,6963.962,24719.808,365,33,34,7,certificate,1.644
445,12,12,0,4074.452,16857.258,107,26,26,7,certificate,0.810
446,11,11,0,4401.208,17781.042,133,27,27,7,certificate,1.059
447,10,10,0,3769.810,14889.049,124,27,27,7,certificate,1.280
448,11,11,0,4156.170,16135.852,151,24,25,7,certificate,1.438
449,10,10,0,3815.062,14905.309,132,23,23,7,certificate,1.143
450,10,10,0,4771.867,19664.336,132,26,26,7,certificate,1.274
451,12,12,0,4519.989,18569.947,126,28,28,7,certificate,0.983
452,10,10,0,5570.508,19387.541,304,26,27,7,certificate,1.485
453,10,10,0,4962.618,17088.091,277,24,25,7,certificate,1.874
454,10,10,0,3889.734,15243.669,132,24,24,7,certificate,1.419
455,15,15,0,5510.464,19702.321,275,34,35,7,certificate,2.043
456,11,11,0,3619.590,14372.952,116,23,23,7,certificate,0.919
457,13,13,0,4278.327,17671.633,114,29,29,7,certificate,1.189
458,11,11,0,4624.435,19267.173,120,28,28,7,certificate,1.073
459,16,16,0,3825.919,15474.596,109,31,31,7,certificate,0.909
460,15,15,0,4640.006,19405.031,115,29,29,7,certificate,1.244
461,14,14,0,6776.422,20497.108,498,31,33,7,certificate,2.513
462,11,11,0,6048.633,20848.167,340,30,31,7,certificate,1.980
463,13,13,0,4904.042,19735.210,154,30,31,7,certificate,1.246
464,13,13,0,4005.825,16224.124,116,28,28,7,certificate,0.937
465,16,16,0,4262.919,17814.596,103,31,31,7,certificate,0.999
466,15,15,0,4198.560,16592.800,135,31,31,7,certificate,1.174
467,15,15,0,3697.075,14945.373,105,26,26,7,certificate,1.554
468,16,16,0,4019.507,16687.536,102,32,32,7,certificate,1.140
469,14,14,0,5685.596,19502.982,318,34,35,7,certificate,1.620
470,12,12,0,4448.235,18361.177,120,26,26,7,certificate,1.070
471,16,16,0,4863.495,20377.475,119,33,33,7,certificate,1.146
472,12,12,0,4236.082,17175.411,124,30,30,7,certificate,1.775
473,10,10,0,5424.970,17364.851,355,26,27,7,certificate,1.742
474,11,11,0,3924.887,15464.435,130,26,26,7,certificate,1.233
475,14,14,0,4320.958,17624.788,121,33,33,7,certificate,1.362
476,11,11,0,3527.319,14016.596,112,24,24,7,certificate,1.161
477,11,11,0,5198.512,17377.560,310,28,29,7,certificate,1.210
478,16,16,0,4379.516,18447.582,102,28,28,7,certificate,0.854
479,11,11,0,3778.636,14788.180,127,21,21,7,certificate,1.100
480,12,12,0,4114.729,16748.646,118,29,29,7,certificate,1.866
481,15,15,0,4067.345,16661.724,111,32,32,7,certificate,1.107
482,12,12,0,4212.650,16808.250,132,25,25,7,certificate,1.187
483,15,15,0,6738.886,23814.429,354,34,35,7,certificate,1.660
484,14,14,0,4556.253,18711.264,125,31,31,7,certificate,1.786
485,12,12,0,4142.313,16586.567,127,27,27,7,certificate,1.300
486,14,14,0,4353.087,17605.435,128,31,31,7,certificate,1.184
487,10,10,0,4427.736,17603.682,144,25,25,7,certificate,1.353
488,14,14,0,4605.058,19195.292,118,38,38,7,certificate,1.227
489,15,15,0,4492.006,18520.031,119,32,32,7,certificate,1.144
490,14,14,0,4300.654,17388.268,126,30,30,7,certificate,1.871
491,16,16,0,4458.189,18380.943,118,36,36,7,certificate,1.165
492,16,16,0,4904.523,20517.615,121,35,35,7,certificate,1.218
493,11,11,0,4130.694,16613.468,126,25,25,7,certificate,1.304
494,14,14,0,4988.009,17430.043,262,31,32,7,certificate,1.594
495,10,10,0,3415.467,13092.337,125,21,21,7,certificate,1.158
496,12,12,0,6070.775,20973.876,341,28,29,7,certificate,2.104
497,11,11,0,3901.850,15344.252,131,23,23,7,certificate,1.146
498,11,11,0,3533.576,14082.878,111,27,27,7,certificate,1.162
499,16,16,0,4599.938,19084.688,119,36,37,7,certificate,1.224
500,10,10,0,4211.052,16985.258,129,27,27,7,certificate,1.483
501,12,12,0,6278.640,21598.198,359,31,33,7,certificate,2.223
502,12,12,0,5402.075,19280.374,274,28,29,7,certificate,1.516
503,14,14,0,4163.854,16989.270,116,27,27,7,certificate,1.297
504,10,10,0,4475.636,18503.180,122,25,25,7,certificate,1.102
505,11,11,0,5609.446,19252.232,314,24,25,7,certificate,1.568
506,14,14,0,4655.602,19223.011,124,30,30,7,certificate,1.056
507,11,11,0,5210.209,17201.044,320,29,30,7,certificate,1.793
508,11,11,0,4039.462,16327.312,121,28,28,7,certificate,1.360
509,15,15,0,4598.369,18891.843,124,26,26,7,certificate,1.236
510,13,13,0,4448.912,18184.562,125,29,29,7,certificate,1.395
511,10,10,0,5152.876,16789.379,325,26,28,7,certificate,1.802
512,13,13,0,3575.346,14141.731,115,26,26,7,certificate,1.200
513,12,12,0,4562.579,19257.894,109,27,27,7,certificate,1.125
514,16,16,0,4391.896,18014.478,119,32,32,7,certificate,1.211
515,11,11,0,3829.255,15086.275,128,29,29,7,certificate,1.404
516,10,10,0,5575.657,19568.284,298,30,31,7,certificate,1.892
517,14,14,0,4767.062,19620.312,128,29,29,7,certificate,1.259
518,12,12,0,3978.420,15897.099,124,30,30,7,certificate,1.332
519,12,12,0,6587.591,18652.954,536,30,32,7,certificate,2.222
520,10,10,0,5185.446,17877.228,289,24,25,7,certificate,1.532
521,10,10,0,3360.918,13009.590,119,23,23,7,certificate,1.129
522,12,12,0,4321.217,17576.084,124,25,25,7,certificate,1.266
523,15,15,0,6104.281,21311.406,332,29,30,7,certificate,1.713
524,14,14,0,4222.557,17187.784,120,30,30,7,certificate,1.292
525,10,10,0,3566.568,14322.839,109,25,25,7,certificate,1.060
526,15,15,0,6342.829,22834.145,314,31,32,7,certificate,1.844
527,12,12,0,4085.297,16466.487,124,29,30,7,certificate,1.310
528,16,16,0,5847.614,21083.068,289,33,34,7,certificate,1.663
529,11,11,0,3980.885,15699.423,132,27,27,7,certificate,1.440
530,10,10,0,4833.927,16434.635,276,27,28,7,certificate,1.661
531,12,12,0,3976.344,15826.722,126,26,26,7,certificate,1.082
532,16,16,0,6943.179,25085.897,343,32,33,7,certificate,1.820
533,12,12,0,3826.640,14698.202,140,30,30,7,certificate,1.283
534,10,10,0,3278.456,12497.280,122,23,23,7,certificate,1.055
535,14,14,0,4578.440,18787.198,126,29,29,7,certificate,1.238
536,12,12,0,4642.636,19128.179,128,31,31,7,certificate,1.451
537,12,12,0,6370.180,22645.901,332,28,29,7,certificate,2.022
538,13,13,0,4130.778,16393.890,132,29,29,7,certificate,1.420
539,13,13,0,6042.386,21366.931,320,28,29,7,certificate,1.913
540,16,16,0,4721.110,19940.548,110,32,32,7,certificate,1.272
541,14,14,0,4013.479,15932.394,126,31,31,7,certificate,1.312
542,16,16,0,4629.264,19441.319,111,31,31,7,certificate,1.308
543,16,16,0,4133.387,16881.935,114,32,32,7,certificate,1.073
544,12,12,0,5301.162,17565.808,319,26,27,7,certificate,1.848
545,12,12,0,4090.003,16680.015,116,31,31,7,certificate,1.440
546,13,13,0,5680.783,20328.917,286,34,35,7,certificate,1.636
547,14,14,0,4211.154,17320.772,114,30,30,7,certificate,1.403
548,10,10,0,4054.648,16168.241,129,24,24,7,certificate,1.282
549,12,12,0,5241.450,16957.252,337,27,28,7,certificate,2.054
550,14,14,0,4187.596,16877.979,124,30,30,7,certificate,1.256
551,16,16,0,4402.672,18583.362,102,30,30,7,certificate,1.107
552,11,11,0,3740.517,14747.587,123,26,26,7,certificate,1.231
553,12,12,0,5427.037,17900.185,334,32,33,7,certificate,2.155
554,13,13,0,4126.219,16691.096,121,26,26,7,certificate,1.307
555,13,13,0,4648.133,19270.666,122,27,27,7,certificate,1.353
556,12,12,0,4051.468,16257.339,124,25,25,7,certificate,1.286
557,16,16,0,4293.785,17463.926,121,30,31,7,certificate,1.167
558,11,11,0,3950.630,15943.150,118,22,22,7,certificate,1.210
559,10,10,0,3825.387,15026.935,129,23,23,7,certificate,1.336
560,12,12,0,4030.960,16589.799,109,22,22,7,certificate,1.033
561,16,16,0,4147.097,17245.485,103,30,30,7,certificate,1.133
562,15,15,0,4199.025,16895.123,125,34,34,7,certificate,1.216
563,11,11,0,3979.813,15519.066,138,27,27,7,certificate,1.675
564,10,10,0,3767.166,14875.828,124,23,23,7,certificate,1.226
565,12,12,0,3809.282,15261.409,117,26,26,7,certificate,1.040
566,11,11,0,4166.070,17165.350,113,24,24,7,certificate,1.156
567,14,14,0,4187.856,17129.281,116,29,29,7,certificate,1.386
568,14,14,0,4008.277,16531.387,106,28,28,7,certificate,1.284
569,14,14,0,4852.144,20160.721,127,28,28,7,certificate,1.365
570,12,12,0,3748.516,15107.579,112,29,29,7,certificate,1.229
571,16,16,0,5245.289,19311.447,241,30,31,7,certificate,1.516
572,13,13,0,5759.277,20231.384,309,29,30,7,certificate,1.699
573,11,11,0,3604.892,14354.460,114,24,24,7,certificate,1.180
574,10,10,0,4309.441,17717.203,120,24,24,7,certificate,1.493
575,13,13,0,4059.292,16551.458,114,28,28,7,certificate,1.330
576,10,10,0,4279.363,17491.814,123,28,28,7,certificate,1.362
577,16,16,0,5886.330,20336.651,330,30,31,7,certificate,1.804
578,14,14,0,4193.337,17096.683,118,27,27,7,certificate,1.225
579,16,16,0,4497.522,18607.612,117,34,34,7,certificate,1.240
580,16,16,0,3746.715,15318.577,102,25,25,7,certificate,0.947
581,13,13,0,4331.147,17660.736,126,28,29,7,certificate,1.431
582,13,13,0,5226.710,17593.549,304,29,30,7,certificate,1.643
583,13,13,0,5319.208,19611.038,239,32,33,7,certificate,1.409
584,14,14,0,5109.631,21743.153,116,34,34,7,certificate,1.179
585,10,10,0,5115.516,17277.581,299,24,25,7,certificate,1.616
586,16,16,0,5560.679,20748.395,245,30,31,7,certificate,1.244
587,15,15,0,4727.391,19391.957,130,35,35,7,certificate,1.283
588,16,16,0,5091.067,21355.334,125,34,34,7,certificate,1.328
589,12,12,0,6125.915,18314.573,458,30,32,7,certificate,2.116
590,12,12,0,3705.972,14589.859,122,29,29,7,certificate,1.095
591,13,13,0,4238.350,17056.751,128,30,30,7,certificate,1.090
592,13,13,0,4062.028,16305.142,123,29,29,7,certificate,1.135
593,12,12,0,4545.798,17508.989,173,29,30,7,certificate,1.381
594,11,11,0,4879.700,20138.501,133,25,25,7,certificate,1.297
595,13,13,0,5005.191,17450.954,269,30,31,7,certificate,1.575
596,14,14,0,5095.064,21775.322,113,32,32,7,certificate,1.315
597,14,14,0,3602.054,14445.268,108,29,29,7,certificate,1.101
598,11,11,0,5549.394,19521.971,292,27,28,7,certificate,1.491
599,11,11,0,3294.914,12469.568,125,29,29,7,certificate,1.216
600,13,13,0,3833.690,15418.449,115,24,24,7,certificate,1.222
601,10,10,0,3694.230,14661.148,119,22,22,7,certificate,1.237
602,15,15,0,5337.072,18810.361,279,33,34,7,certificate,1.624
603,15,15,0,4350.772,18083.862,110,29,29,7,certificate,1.066
604,14,14,0,4242.941,17524.704,112,29,29,7,certificate,1.193
605,15,15,0,4003.611,16393.055,109,29,29,7,certificate,1.147
606,13,13,0,4068.326,16671.630,112,25,25,7,certificate,1.126
607,13,13,0,3911.788,16058.942,107,27,27,7,certificate,1.160
608,13,13,0,6689.702,22923.510,381,26,27,7,certificate,1.897
609,15,15,0,4732.756,19908.782,113,32,32,7,certificate,1.162
610,13,13,0,7082.465,22797.327,467,34,36,7,certificate,2.038
611,10,10,0,3761.387,14411.936,139,25,25,7,certificate,1.349
612,11,11,0,4105.498,16267.489,133,26,26,7,certificate,1.231
613,13,13,0,4107.659,16523.296,124,27,27,7,certificate,1.472
614,14,14,0,7454.509,24797.544,459,35,37,7,certificate,2.098
615,10,10,0,4242.736,16613.679,148,29,30,7,certificate,1.465
616,12,12,0,5292.308,19686.540,236,31,32,7,certificate,1.565
617,10,10,0,4028.665,15978.323,132,29,29,7,certificate,1.362
618,10,10,0,6216.231,19381.154,434,25,27,7,certificate,2.093
619,12,12,0,4385.073,15265.365,231,29,30,7,certificate,1.490
620,10,10,0,3614.780,13883.899,132,25,25,7,certificate,1.313
621,15,15,0,5062.298,20781.492,139,33,33,7,certificate,1.580
622,15,15,0,4629.435,18787.175,133,30,30,7,certificate,1.323
623,16,16,0,4776.001,20020.004,117,33,33,7,certificate,1.158
624,12,12,0,4181.039,17010.194,120,27,27,7,certificate,1.195
625,13,13,0,3892.352,15426.760,124,27,27,7,certificate,1.131
626,12,12,0,4788.150,19915.750,125,27,27,7,certificate,1.296
627,14,14,0,4593.023,18990.113,122,32,32,7,certificate,1.286
628,16,16,0,5708.668,19748.341,318,36,37,7,certificate,1.955
629,10,10,0,4148.584,16577.922,133,23,23,7,certificate,1.363
630,14,14,0,4191.619,17163.096,116,32,32,7,certificate,1.405
631,11,11,0,3712.731,14553.657,126,25,25,7,certificate,1.219
632,11,11,0,4065.495,16467.476,121,28,28,7,certificate,1.266
633,15,15,0,4862.062,19760.308,143,36,37,7,certificate,1.433
634,14,14,0,4549.531,18757.656,122,34,34,7,certificate,1.466
635,10,10,0,3756.783,14853.913,124,24,24,7,certificate,1.353
636,12,12,0,4527.993,18639.965,124,32,32,7,certificate,1.495
637,10,10,0,3613.732,14303.662,118,23,23,7,certificate,1.173
638,16,16,0,4701.104,19715.519,113,29,29,7,certificate,1.131
639,16,16,0,3656.533,15142.665,92,26,26,7,certificate,0.895
640,15,15,0,4856.275,20121.374,126,31,31,7,certificate,1.425
641,13,13,0,4039.284,16106.420,126,26,26,7,certificate,1.306
642,12,12,0,4197.945,17154.727,118,29,29,7,certificate,1.231
643,11,11,0,4183.974,17109.868,119,27,27,7,certificate,1.307
644,15,15,0,4473.214,18751.069,109,27,27,7,certificate,1.007
645,13,13,0,5609.047,19835.233,294,27,28,7,certificate,1.541
646,13,13,0,4848.303,20331.517,121,31,31,7,certificate,1.473
647,13,13,0,3924.853,15834.267,116,29,29,7,certificate,1.366
648,15,15,0,4643.258,19861.290,100,28,28,7,certificate,1.190
649,15,15,0,4749.360,19926.798,116,36,36,7,certificate,1.506
650,11,11,0,3468.381,13666.907,114,25,25,7,certificate,1.112
651,11,11,0,4239.388,17286.940,123,33,33,7,certificate,1.438
652,11,11,0,3884.722,15208.609,132,25,25,7,certificate,1.345
653,16,16,0,4343.818,18159.092,106,32,32,7,certificate,1.413
654,12,12,0,4081.669,16368.344,126,26,26,7,certificate,1.328
655,13,13,0,4304.381,17601.905,122,29,29,7,certificate,1.313
656,16,16,0,5448.967,22854.835,136,37,37,7,certificate,1.209
657,16,16,0,4403.829,17969.145,123,33,33,7,certificate,1.243
658,10,10,0,3649.845,14324.225,123,24,24,7,certificate,1.369
659,15,15,0,4654.731,19608.654,111,31,31,7,certificate,1.331
660,14,14,0,4697.321,19546.604,122,35,35,7,certificate,1.728
661,13,13,0,5507.319,19276.596,296,27,28,7,certificate,1.755
662,15,15,0,4322.122,17520.609,124,27,27,7,certificate,1.150
663,16,16,0,4888.613,20568.065,117,31,31,7,certificate,1.143
664,10,10,0,3950.495,15817.473,124,27,27,7,certificate,1.363
665,16,16,0,4929.801,20074.007,143,35,36,7,certificate,1.483
666,13,13,0,3919.391,15806.954,115,28,28,7,certificate,1.281
667,11,11,0,3449.261,13356.307,121,23,23,7,certificate,1.349
668,14,14,0,3784.571,14877.853,124,26,26,7,certificate,1.133
669,14,14,0,5168.482,21827.408,122,28,28,7,certificate,1.271
670,11,11,0,4072.649,16483.244,121,28,28,7,certificate,1.236
671,12,12,0,5249.081,18725.403,263,30,31,7,certificate,1.703
672,10,10,0,4053.423,16172.117,128,26,26,7,certificate,1.350
673,13,13,0,4884.865,20389.326,124,30,30,7,certificate,1.279
674,11,11,0,4772.339,18421.694,172,27,27,7,certificate,1.747
675,15,15,0,5385.228,21686.142,173,33,35,7,certificate,1.496
676,13,13,0,4439.291,18791.457,103,30,30,7,certificate,1.438
677,14,14,0,4572.548,18982.740,119,30,30,7,certificate,1.340
678,13,13,0,3992.216,15866.080,127,28,28,7,certificate,1.242
679,10,10,0,3219.644,12258.219,121,23,23,7,certificate,1.187
680,12,12,0,4300.295,17731.473,117,25,25,7,certificate,1.196
681,12,12,0,4815.545,20207.724,121,28,28,7,certificate,1.410
682,15,15,0,4697.606,19798.029,111,29,29,7,certificate,1.178
683,11,11,0,3740.290,14901.449,118,23,23,7,certificate,1.036
684,10,10,0,3842.616,15588.078,113,22,22,7,certificate,1.128
685,12,12,0,5923.322,20861.608,314,25,26,7,certificate,1.658
686,10,10,0,3800.960,14999.800,126,25,25,7,certificate,1.277
687,11,11,0,4308.859,17514.293,127,29,29,7,certificate,1.438
688,12,12,0,4138.587,16582.934,128,28,28,7,certificate,1.345
689,12,12,0,3784.256,15221.281,114,26,26,7,certificate,1.269
690,14,14,0,4465.036,17840.178,142,30,31,7,certificate,1.122
691,11,11,0,4404.667,17713.334,136,24,24,7,certificate,1.272
692,13,13,0,3860.994,15679.969,110,26,26,7,certificate,1.158
693,12,12,0,3604.390,14106.948,121,27,27,7,certificate,1.233
694,10,10,0,4473.080,18600.398,119,22,22,7,certificate,1.293
695,15,15,0,4468.313,18456.567,118,35,35,7,certificate,1.424
696,15,15,0,6766.216,24331.081,342,32,33,7,certificate,1.915
697,15,15,0,6045.639,21658.194,307,32,33,7,certificate,1.704
698,10,10,0,4649.575,19307.877,123,28,28,7,certificate,1.332
699,16,16,0,3995.639,15823.197,126,36,36,7,certificate,1.518
700,13,13,0,4542.501,18367.505,136,27,28,7,certificate,1.332
701,14,14,0,5424.997,17529.986,346,32,33,7,certificate,1.683
702,10,10,0,5370.852,17454.258,343,22,24,7,certificate,1.606
703,16,16,0,4741.580,20007.899,111,35,35,7,certificate,1.284
704,12,12,0,5774.903,19034.513,359,30,32,7,certificate,1.673
705,11,11,0,4474.806,18554.028,118,26,26,7,certificate,1.267
706,14,14,0,4585.110,19005.550,120,28,28,7,certificate,1.217
707,12,12,0,3957.801,15759.003,124,26,26,7,certificate,1.192
708,15,15,0,5151.250,21541.248,129,31,31,7,certificate,1.100
709,16,16,0,3987.644,16188.219,113,32,32,7,certificate,1.167
710,13,13,0,4519.400,18577.002,124,26,26,7,certificate,1.389
711,11,11,0,3648.015,14275.075,124,26,26,7,certificate,1.297
712,11,11,0,4119.928,16074.641,143,28,28,7,certificate,1.511
713,11,11,0,4049.154,16445.771,119,26,26,7,certificate,1.574
714,13,13,0,4761.913,19749.567,126,29,29,7,certificate,1.178
715,12,12,0,4561.231,19176.156,112,25,25,7,certificate,1.429
716,10,10,0,4187.030,17140.150,119,21,21,7,certificate,1.328
717,15,15,0,4190.854,17099.270,117,30,30,7,certificate,1.474
718,12,12,0,4350.689,17743.444,125,30,30,7,certificate,1.323
719,10,10,0,3502.597,13677.985,120,23,23,7,certificate,1.324
720,14,14,0,4255.173,17580.864,113,28,28,7,certificate,1.425
721,11,11,0,3913.372,15526.861,127,23,23,7,certificate,1.134
722,12,12,0,4114.550,16577.748,126,30,30,7,certificate,1.380
723,13,13,0,4521.772,18533.859,125,29,29,7,certificate,1.446
724,13,13,0,4198.375,16991.877,123,30,30,7,certificate,1.397
725,15,15,0,4189.648,17398.240,106,32,32,7,certificate,1.379
726,11,11,0,5505.533,17847.667,353,28,29,7,certificate,2.151
727,12,12,0,4211.407,17502.035,109,27,27,7,certificate,1.305
728,16,16,0,4373.135,17620.673,128,29,29,7,certificate,1.124
729,13,13,0,5523.534,19592.669,284,30,31,7,certificate,1.897
730,12,12,0,4257.241,17616.206,112,25,25,7,certificate,1.317
731,13,13,0,3969.853,15904.266,121,28,28,7,certificate,1.391
732,16,16,0,4840.047,20015.237,128,33,33,7,certificate,1.681
733,10,10,0,3545.115,13920.577,119,23,23,7,certificate,1.173
734,11,11,0,3990.469,16262.344,114,25,25,7,certificate,1.432
735,10,10,0,3520.902,13424.512,131,24,24,7,certificate,1.354
736,15,15,0,5004.625,21183.125,117,32,32,7,certificate,1.384
737,14,14,0,4042.191,16095.955,127,26,26,7,certificate,1.226
738,13,13,0,4678.494,19187.472,130,33,33,7,certificate,1.433
739,16,16,0,4800.541,19887.706,125,35,35,7,certificate,1.399
740,14,14,0,4135.894,16874.472,116,28,28,7,certificate,1.431
741,11,11,0,3927.531,15827.653,118,22,22,7,certificate,1.084
742,13,13,0,3950.991,15879.956,118,30,30,7,certificate,1.431
743,12,12,0,3843.425,15842.127,103,28,28,7,certificate,1.360
744,14,14,0,4691.273,19296.365,128,31,31,7,certificate,1.421
745,16,16,0,5145.126,20595.630,166,35,37,7,certificate,1.344
746,12,12,0,4203.821,17029.105,123,24,24,7,certificate,1.425
747,10,10,0,4219.197,17100.984,125,23,23,7,certificate,1.344
748,11,11,0,4796.644,16333.218,274,23,24,7,certificate,1.609
749,14,14,0,4087.644,16748.221,111,28,28,7,certificate,1.301
750,15,15,0,4012.136,16440.682,109,27,27,7,certificate,1.233
751,12,12,0,5082.919,17144.593,299,27,28,7,certificate,1.592
752,10,10,0,3753.849,14524.246,134,22,22,7,certificate,1.428
753,14,14,0,3842.720,15158.598,124,29,29,7,certificate,1.295
754,13,13,0,4577.958,18944.788,121,28,28,7,certificate,1.296
755,11,11,0,4084.926,16644.632,118,30,30,7,certificate,1.444
756,12,12,0,4145.260,16821.300,121,25,25,7,certificate,1.409
757,10,10,0,3940.524,16257.622,107,24,24,7,certificate,1.242
758,11,11,0,4019.367,16036.833,127,29,29,7,certificate,1.455
759,13,13,0,4250.880,17394.400,118,31,31,7,certificate,1.508
760,10,10,0,3637.925,14449.624,117,24,24,7,certificate,1.374
761,11,11,0,5080.587,18772.937,231,27,28,7,certificate,1.537
762,11,11,0,4244.081,17205.406,125,23,23,7,certificate,1.079
763,13,13,0,3814.836,15254.178,117,26,26,7,certificate,1.222
764,11,11,0,3998.620,16428.100,110,24,24,7,certificate,1.265
765,12,12,0,4153.479,16937.397,118,27,28,7,certificate,1.395
766,15,15,0,4172.363,17061.813,115,28,28,7,certificate,1.163
767,10,10,0,3630.157,14555.786,112,23,23,7,certificate,1.378
768,16,16,0,4315.144,17475.719,125,29,29,7,certificate,1.191
769,16,16,0,3507.747,14178.733,99,28,28,7,certificate,0.902
770,16,16,0,4404.526,18067.631,119,33,33,7,certificate,1.291
771,14,14,0,4974.169,21160.844,113,32,32,7,certificate,1.388
772,14,14,0,5246.555,16747.775,342,29,30,7,certificate,1.929
773,10,10,0,4273.704,17603.520,118,28,28,7,certificate,1.417
774,10,10,0,3947.834,15734.172,126,25,25,7,certificate,1.148
775,10,10,0,3733.660,14773.299,121,23,23,7,certificate,1.204
776,10,10,0,3780.888,14764.441,130,27,27,7,certificate,1.526
777,12,12,0,4175.120,16820.599,125,26,26,7,certificate,1.395
778,14,14,0,3986.397,16251.985,112,27,27,7,certificate,1.185
779,15,15,0,4560.672,19023.362,114,33,33,7,certificate,1.396
780,10,10,0,3364.214,13126.071,117,23,24,7,certificate,1.216
781,14,14,0,4009.104,16480.519,108,29,29,7,certificate,1.120
782,15,15,0,4201.733,17258.663,113,30,30,7,certificate,1.194
783,15,15,0,4688.866,19104.331,134,31,31,7,certificate,1.499
784,11,11,0,4065.029,16560.143,117,26,26,7,certificate,1.493
785,15,15,0,4783.706,20123.532,115,34,34,7,certificate,1.537
786,14,14,0,4766.077,20020.385,116,31,31,7,certificate,1.254
787,11,11,0,4144.941,16629.704,128,27,27,7,certificate,1.228
788,15,15,0,4386.486,18037.431,118,33,33,7,certificate,1.255
789,16,16,0,3965.331,15876.656,118,29,29,7,certificate,1.283
790,14,14,0,5209.684,18008.422,286,32,33,7,certificate,1.679
791,12,12,0,4439.941,18394.704,118,33,33,7,certificate,1.326
792,14,14,0,4947.005,20870.024,118,32,32,7,certificate,1.281
793,10,10,0,3881.464,15657.322,117,24,24,7,certificate,1.237
794,13,13,0,5738.578,20552.891,291,28,29,7,certificate,1.789
795,11,11,0,3939.276,15906.380,118,28,28,7,certificate,1.583
796,10,10,0,3858.830,15494.151,119,21,21,7,certificate,1.170
797,14,14,0,5192.443,17712.214,294,33,34,7,certificate,1.454
798,11,11,0,4125.654,16748.271,120,23,23,7,certificate,1.193
799,16,16,0,4517.399,18996.996,107,32,32,7,certificate,1.290
800,14,14,0,4255.373,17376.866,119,27,27,7,certificate,1.235
801,13,13,0,4901.724,20408.618,126,28,28,7,certificate,1.429
802,13,13,0,3793.448,15207.240,115,26,26,7,certificate,1.132
803,11,11,0,5093.431,16327.154,330,24,25,7,certificate,1.901
804,11,11,0,5954.314,20256.572,344,25,26,7,certificate,1.646
805,16,16,0,4984.703,21243.513,110,32,32,7,certificate,1.300
806,15,15,0,4578.014,18985.069,119,31,31,7,certificate,1.300
807,15,15,0,4031.234,16686.168,104,29,29,7,certificate,1.364
808,16,16,0,4119.278,17151.391,102,33,33,7,certificate,1.214
809,15,15,0,5696.426,20882.130,269,35,36,7,certificate,1.848
810,14,14,0,4405.665,18198.323,117,30,30,7,certificate,1.149
811,14,14,0,5042.966,16439.832,311,29,30,7,certificate,1.668
812,10,10,0,3744.107,14835.535,121,23,23,7,certificate,1.229
813,13,13,0,5172.391,17631.956,294,28,29,7,certificate,1.862
814,16,16,0,4159.158,17125.788,110,28,28,7,certificate,1.107
815,14,14,0,4803.796,20008.978,123,30,30,7,certificate,1.681
816,16,16,0,4800.815,20294.076,111,30,30,7,certificate,1.119
817,16,16,0,4760.455,19867.276,119,33,33,7,certificate,1.241
